ID,Description,Source,Root_Form,Root_Gloss,Root_Language,Comment,Justification,revised_by,Ideophonic,Dyen,proposedAsCognateTo_pk,proposedAsCognateToScale,parallelDerivation,Root_Form_calc,Root_Language_calc,supersetid
1042,,"309[127{Cf. Old French boute < bot 'blow, ' (1160), bouter 'to collide, to clash, to push' (1190).}];443[15/1:210-229{S.v. *botan- (anfrk.) 'stossen, schlagen' > Fr. bouter.}];444[109{S.v. 1228c *bōtan (fränk.) 'stoßen'.}]",buter,,Old French,,"Loan into Romance from Old Low Franconian ([von Wartburg 1922–2002](src-443) 15/1:210-229, cf. [Meyer-Lübke 1935](src-444):109).",4,false,120-008,,0,false,,,
1043,,309[274{From Proto-Celtic *u̯olau̯o-.}],*u̯olau̯o-,,Proto-Celtic,,"Brythonic lexemes generally agreed to be cognate, cf. [Geiriadur Prifysgol Cymru (GPC)](src-236). [Deshayes 2003](src-309):274 reconstructs Proto-Celtic *u̯olau̯o- which has been tentatively followed here as a root reference form for this cognate set.",4,false,121-006,,0,false,,,
1045,,"235[641{s.v. rivier 'fleuve, rivière', variant forms riñvier, reñvier, rinier.}];309[629{Br. rivier 'river' is attested from the Middle Breton period onwards. The word is cited as riuyer in the Catholicon (1499). It was borrowed from Old or Middle French riviere f. 'rive, rivage, seashore, coast', first attested in the 12th century.}]",riuyer,,Middle Breton,,"Loanword from Old/Middle French riviere 'river' ([Deshayes 2003](src-309):629, [Favereau 1997a](src-235):641).",,false,125-012,,0,false,,,
1048,,"50[73{S.v. Proto-Celtic *bragno-, *bragni- 'rotten, faul' (OIr. brén, MW braen, MBret. brein), cf. PIE *bʰreHg- (IEW 165f.). ""Although these words are sometimes derived from the same root as Lat. marceō 'be withered' (PIE *merk-, IEW 739), this is unsatisfactory from the formal point of view, since *mrk-no- would give PCelt. *mrikno-.""}];309[134{S.v. Bret. brein 'pourri, en mauvais état, inculte', corresponding to Cornish bryn 'pourri, carié', Welsh braen 'putride corrompu, pourri', MIr. brén. These words are from Proto-Celtic *mrakno-.}];236[{S.v. W braen (1) 'rotten, putrid, corrupt, mouldy, withered, fragile', from IE *bʰreHg-, cf. Lat. fragrāre [entry last updated 2013].}];305[170-171{MIr. brén 'putrid, foul', MW braen 'putrid, corrupt', B brein 'id.' formally reflect PCl. *brakno-, *bragno- or *mr-. The usual reconstruction is *mrakno- in view of the proposed connection to Lat. marcēre 'to be withered, rotten', Lith. mir̃kti 'to become soft as a result of soaking'. [de Bernardo Stempel 1987](src-729):89 assumes a development *mrakno- < *mrHkno-, but the Lat. and Lith. forms clearly indicate that the root did not contain a laryngeal. Proto-Celtic -a- in this form is problematic. A different etymology can account for the Proto-Celtic *-a-: cf. OHG braccho, Du. brak 'hound', MHG brǣhen < *brēhian 'to smell', perh. Lat. fragrāre 'to emit a scent' < *bʰr(e)h₁g- ([Schrijver 1991](src-679):185), hence PCl. *brag-no- would reflect *bʰr(e)h₁g-no-.}];729[87];679[185]",*bʰreHg-,,Proto-Indo-European,,"The IE etymology for the lexemes in this class follows [Schrijver 1995](src-305):170-171, also followed by [Matasović 2009](src-50):73, and [Geiriadur Prifysgol Cymru (GPC)](src-236), occasionally connected by others to Lat. marcēre, cf. [Schrijver 1995](src-305):170 for further discussion.",4,false,129-011,,0,false,,,
1050,,"296[T-121{Brittonic (Welsh traeth, Corn. trait, Mbr. trez 'sand') and Goidelic (OIr. tracht 'shore, bank') loanword from Latin tractus 'drawing, trail track'. Loth, Les mots latins dans les langues brittoniques 1892, s.v. traeth considers these words as Celtic however. }];275[{The analysis as a loanword is less probable if one considers that the underlying root is well represented in Insular Celtic (PIE *treHgʰ- / *treHg̑ʰ- or *tragʰ- / *trag̑ʰ- 'to drain off, to ebb away', cf. Schumacher 2004, 635-36) and that there are nouns from this root belonging into the same semantic field: Old Breton tre, MW trei m. 'ebbtide', Old Irish tráig 'i, m/f' 'ebbtide, beach' < Proto-Brit. *trăgi̯o-. The word for sand could thus originate from an inherited tu-stem cognate with Latin tractus, i.e. Proto-Celtic *traxtus. }]",*trāgi-,,Proto-Celtic,,,,false,133-007,,0,false,,,
1051,,"50[231{S.v. Proto-Celtic *lab(a)ro- 'eloquent, talkative', from which the verbs in this class are denominal. Further cognates uncertain. ""These Celtic words may have been onomatopoetic in origin| the connection with ME flappen 'hit' suggested by IEW (831) is a mere possibility (if this is correct, the PCelt. form of the root was *flab-), cf. also Germ. labern 'babble'.""}];157[194-195{S.v. Gaul. labaro-, labro- 'éloquent, bavard, sonore', corresponding to W. llafar 'loquace', llyferydd 'voix, parole' (< *labaríi̯os), OBret. labar 'parler, dire', OCo. lauar 'sermo' Bret. helavar 'éloquent' < *su-labaros, OIr. labar 'talkative, arrogant', sulbair (*su-lab[a]ris) 'well-spoken', labraid 'il parle', etc. A possible connection with Lat. *labium, labrum 'lèvre'.}];309[453{Cf. s.v. Bret. lavar 'dire, diction, langage', from Old Breton labar 'dit, parole, maxime', corresponding to Co. lavar 'discours, dire, parole', W llafar 'déclaration, discours, parole', Ir. labhar 'sonore', ScG. labhar 'id.', from Proto-Celtic *labaro-.}];301[236{Attested as a second element in the three compounded nouns OBr. he-labar, dar-leber-iat and torleberieti. OBr. he-laber gl. graecus, 'who speaks good, is eloquent' (Fleuriot 1964a, 208) OBr. dar-leber, probably abbreviated for darleberiat gl. phitonicus (for pythonicus) 'soothsayer' (Fleuriot 1964a, 129) OBr. tor-leberieti gl. phitonistarum (pythonistarum) 'of the soothsayers'. Plural of a noun torleberiat, which contains leberiat 'sayer, one who says' (Fleuriot 1964a, 316)}]",*lab(a)ro-,,Proto-Celtic,,"No clear etymology outside of Celtic, cf. [Delamarre 2003](src-157):453, [Matasović 2009](src-50):231 for various suggestions.",4,false,134-009,,0,false,,,
1053,,"50[412{S.v. Proto-Celtic *wel-o- 'to see', from PIE *u̯el-o- 'see' (cf. Lat. uoltus 'face, facial expression', Goth. wulϸus 'wealth').}];141[675{S.v. 3. *u̯el- 'sehen, wahrnehmen' (IEW 1136-7).}];304[669-675{S.v. Proto-Celtic *u̯el-e/o- 'sehen' from PIE 3. *u̯el- (LIV² 675, IEW 1. *u̯el-).}];301[187{In gloss: gueledint ou nimer 'were seen in their (big) number' (Angers 477A, fo. 14b). Seems to correspond to MW gwelydeint 'were seen'. See p. 191 for a list of all instances of the verbal root OBr. guel-, guil- 'to see'.}]",*u̯el-,,Proto-Indo-European,,"Lexemes continuing Proto-Celtic *u̯el-e/o- 'to see', a derivative of PIE 3. *u̯el- 'to see, perceive' ([Schumacher 2004](src-304):669-675, [Matasović 2009](src-50):412, [LIV²](src-141) 675).",4,false,137-004,,0,false,,,
1054,,"309[317{S.v. Bret. gwri 'couture, surjet', corresponding to Co. gwry, W gwni.}];236[{S.v. W. gwnïaf: gwnïo 'to sew, stitch, seam, bind' etc., cf. Co. gwryas, OBret. gruiam, gl. suo, MBret. gruyat| Bret. gwriat, griat from root *u̯er- ‘troi, troelli, plygu’.}];304[346{""Fraglich ist hingegen, ob auch das kymrische Verb für 'nähen' und sein bretonisches Gegenstück auf *gn-ii̯e/o- zurückgehen (vgl. VKG II: 544) und wenn ja, wie. Die beiden Verben lauten mky. gwni-aw (Stamm /gu̯ni-/) bzw. mbret. gruy-at (Stamm /gu̯ri-/, GIB I154f., vgl. auch abret. gruiam gl. suo, DVB I: 180)| hinzuzufügen ist noch das mko. Substantiv gwry 'Naht' (RD 1921, zu lesen als /gu̯ri/). Diese Verbalstämme mky. /gu̯ni-/ und mbret. /gu̯ri-/ sowie das mko. Substantiv /gu̯ri/ müssten ebenfalls auf einer Kontamination von /gu̯ra(γ)-/ 'tun, machen' mit der Kontinuante von *gn-ii̯e/o- basieren.""}];308[544]",,,,,"Brythonic lexemes without satisfactory etymology. Proposed to be connected with PIE *g̑enh₁- 'to bear, beget; create' by [Pedersen 1913](src-308):544 via the sense 'make, do', although there are formal difficulties with this etymological identification (cf. [Schumacher 2004](src-304):346). [Geiriadur Prifysgol Cymru (GPC)](src-236) suggests a root *u̯er- 'to turn, spin (wool)' via an nasal-infix stem with an enlargement in *-b⁽ʰ⁾ (after [IEW](src-49) 1153), but this remains highly speculative. [Not in [LIV²](src-141).]",4,false,139-008,,0,false,gwnïo,(CelticBrythonic),
1055,,"80[170-171{S.v. Hitt. alpu- 'pointed' Possibly to be connected with Welsh llym, Breton lemm 'sharp' [cf. [cognate set 5421](cog-5421)] via *l̥pu-, but this is ultimately unclear because of the debated semantics of the Hittite lexeme.}]",alpu-,,Hittite,,"The precise semantics of the Hittite lexeme are not entirely clear, and therefore the etymology is also uncertain (cf. [Kloekhorst 2008](src-80):170-171).",4,false,140-002,,0,false,,,
1056,,"50[66{S.v. Proto-Celtic *birro- 'short' (no IE etymology).}];309[103-104{S.v. Bret. berr 'court, à court, de court', corresponding to Co. ber, W byr, Ir. ber and ScG. beàrr from Proto-Celtic *berso-.}];296[B:42{S.v. OIr. berr 'court'.}]",*birro-,,Proto-Celtic,,"No clear etymology outside of Celtic ([Vendryes et al. 1959–1996](src-296) B:42, [Matasović 2009](src-50):66; cf. [Deshayes 2003](src-309):103-104). For various suggestions, cf. [Vendryes et al. 1959–1996](src-296) B:42. Root ref. form for this class follows [Matasović 2009](src-50):66.",4,false,141-002,,0,false,,,
1057,,"50[226{S.v. Proto-Celtic *krok(ke)no- 'skin'. The reflexes of the individual languages do not point to a common proto-form, i.e. W points to the original *krokno-, while other languages show reflexes of *krokkeno-. The connection with PIE *(s)ker- 'to shear, to grate, to cut off' (LIV² 556, IEW 938-40) is difficult. Consequently, we are probably dealing with a loanword from some non-IE language.}];296[C:243-244{S.v. OIr. croiccenn 'peau'| two different proto-forms are required to be postulated: *krokno- > W croen, and with gemination of medial -k-, *krokkeno- > Ir. croccenn, Bret. croc'hen.}]",*krok(ke)no-,,Proto-Celtic,,"Two variants within Celtic: W croen points to Proto-Celtic *krokno-, while the Goidelic and Breton forms point to a variant *krokkeno- ([Vendryes et al. 1959–1996](src-296) C:243-244; [Matasović 2009](src-50):226). Further etymology less certain; traditionally from an extended variant of *(s)ker- 'cut' (cf. {ref IEW 938-940), but the derivation is formally difficult (cf. the entries in Vendryes et al. and Matasović).",4,false,144-207,,0,false,,,
1058,,"309[423-24{Brittonic borrowing, verb based on Latin quiēscō, quiēscere 'to rest, to take a rest, to relax'. }];275[{Latin quiēscere is based on PIE *kʷi̯eh₁- 'to rest' (LIV² 393). As Brittonic is p-Celtic, the anlaut k- of the verbs in question is not the expected reflex of this PIE root. The assumption of a borrowing is thus highly probable.}]",[quiēscere],,Brythonic,,"Loan into Brythonic Celtic of Latin quiēscere 'to rest' ([Deshayes 2003](src-309):423-424, cf. [Geiriadur Prifysgol Cymru (GPC)](src-236)).",4,false,146-008,,0,false,,,
1059,,"50[60-61{S.v. Proto-Celtic *bekko- 'small'. ""These words could originally be adjectives derived from the verb 'to break', PIE *bʰeg- (Skt. bhanákti, Arm. bekanem, IEW 114f.). The semantic development 'broken into pieces' > 'small' is possible, and PIE *bʰeg-ko- would yield PCelt. *bekko- regularly. However, an adjective *bʰeg-ko- does not seem to be formed according to the rules of PIE word formation.""}];296[B:24{S.v. OIr. bec 'petit'. A word with expressive gemination and of unknown origin, like many words designating smallness.}];151[355{S.v. OIr. becc 'small', with no clear connections outside of Celtic. It could be a loanword from a substratum language or an ad hoc expressive formation (so [Vendryes et al. 1959–1996](src-296) s.v.).}];301[80{OBr. becan, bican < becc- + suffix -an.}]",*bekko-,,Proto-Celtic,"There is a second lexeme for small, PCL. *leg-o, lag-o 'small', from PIE  *h₁le(n)gʷʰ-'small, light' (IEW: 661) Matasović (2009, 236). Does not seem to be the Swadesh term in Brittonic, because of its pejorative connotations, cf. MW 'law 'small, sad', OBr. lau gl. petusculum 'small, bad', MoBret. law 'miserable, bad'.","No clear etymology outside of Celtic ([Vendryes et al. 1959–1996](src-296) B:24, [Lucht 2007](src-151):355), cf. [Matasović 2009](src-50):60-61 for a derivation from *bʰeg-ko-, although Matasović admits that this proposal is formally difficult and speculative.",4,false,147-004,,0,false,,,
1060,,"309[397-398{S.v. Bret. klew 'ouïe', from Old Breton clou 'perception, audition', corresponding to Co. clew, W. clyw in the same sense as Ir. cliù 'honneur, réputation', from Proto-Celtic *kleu- and related to Lat. cluere.}];236[{Cf. aroglau 'scent, odor', cf. clywaff 'to hear'}];304[413-417{S.v. Proto-Celtic *kli-n-u- and *klus-ī- 'hören' < PIE *k̑leu̯- (LIV² 334f.) and *k̑leu̯s- (LIV² 336).}]",*k̑leu̯-,,Proto-Indo-European,,"Derivatives of PIE *k̑leu̯- 'to hear' ([Schumacher 2004](src-304):413-417, cf. [Deshayes 2003](src-309):397-398, {ref LIV² 334-335).",4,false,148-007,,0,false,,,190
1062,,"50[284{S.v. Proto-Celtic *natrik- 'serpent', from on PIE *(s)n̥h₂-tr- 'water snake' (IEW 747), cf. Lat. natrīx, Goth. nadre (gen.pl), ON naðr 'viper, snake'. The basic root is PIE *(s)neh₂- 'to swim' (LIV² 572).}];165[381{S.v. Proto-Germanic *nadra- 'adder, snake', from PIE *nh̥₁tr-ó- (cf. Lat. natrix 'water snake', OIr. nathir 'viper' < *nh̥₁-tr-ik-). K. considers the word ""[a] West European word of uncertain origin.""}];468[403{S.v. ON naðr 'Schlange', generally connected with Lat. natrix 'Wasserschlange', OIr. nathir 'Schlange'.}];179[262{S.v. Goth. N1 *nadrs 'ἔχιδνα', 'snake, viper' (only attested in gen.pl.). Either to PIE *(s)nē- 'twist, wind', or less likely *snā- 'swim'.}];54[402{Cf. s.v. Lat. natrix, -icis 'water-snake| penis', from PIE *snh₁-tr-ih₂ 'who spins around| snake' (cf. OIr. nathir, W neidr, MBret. azr, OIc. naðr < OE nǣddre, OS nādra, OHG nātara 'adder')| derived from the root of sneō 'I spin'.}];296[N:4-5{S.v. OIr. nathir 'serpent', going back to a stem *natrik- ([Pedersen 1913](src-308):98), a stem *natri- is seen in W neidr, etc. [Pedersen 1913](src-308):45 assumes an agent noun in *-te/or with various additional suffixes to the root *(s)nā- 'nager'| [IEW](src-49) 767 attaches to the root *(s)nē- 'tordre, se tordre'.}]",*(s)neh₁-,,Proto-Indo-European,,"The cognacy of the Germanic, Celtic, and Italic (cf. Lat. natrīx) lexemes is generally agreed, but the IE root etymology is debated. More commonly ascribed to PIE *(s)neh₁- 'twist, spin' ([LIV²](src-141) 571-572, [IEW](src-49) 973). Also possible, but less likely to *(s)neh₂- 'bathe, swim' ([LIV²](src-141) 572-573, [IEW](src-49) 971-972). Cf. [de Vries 1977](src-468):403, [Lehmann 1986](src-179):262, [Kroonen 2013](src-165):381, [Vendryes et al. 1959–1996](src-296) N:4-5, [Matasović 2009](src-50):284, [de Vaan 2008](src-54):402).",4,false,151-008,,0,false,,,17
1063,,"50[41-42{S.v. Proto-Celtic *argyo- 'white' [Adj], 'snow' [Noun], related to Proto-Celtic *arganto- 'silver' < PIE *h₂erg̑-n̥t-o-, cf. IEW 64. Alternative etymology: Hamp 1974, GPC and Deshayes (2003: 218) would relate these words to Olr. arg 'drop' « *argo-), but this word is attested almost only in glossaries, its gender and stem-formation are unknown, and its meaning cannot easily be derived from the original meaning 'white'.}];309[218{S.v. Bret. erc'h 'neige', corresponding to Co. ergh (OCo. irch), W eira (MW eiry) and OIr. arg 'goutte', from Proto-Celtic *arg(i)o-.}];296[A:88{Cf. s.v. OIr. arg 'goutte'. One compares W eiry, eira 'neige', MCo. irch gl. nix, Bret. erc'h starting from a root *(s)perg- or *spreg- 'jaillir, bondir' according to WP II 672ff. but only OIr. arg 'goutte' can be attached to this root. It cannot be excluded that the Brythonic words in the sense 'snow' may have been an adjective meaning 'white' and connected to Gk. ἀργός 'clair, blanc'.}]",*h₂erg̑-,,Proto-Indo-European,,"The Brythonic words in the meaning 'snow' in this set are sometimes compared to Old Irish arg 'drop' and connected to a root *sperg- or *spreg-, but this lexeme is only marginally attested. A better etymology for the Brythonic words would be a connection with the IE root *h₂erg̑̑- 'white, bright, shining' via Proto-Celtic *argi̯o- ([Vendryes et al. 1959–1996](src-296) A:88, [Matasović 2009](src-50):41-42). Because of the uncertainties over the proposed Old Irish cognates, this latter etymology has been followed in this class, but note that it is not mentioned s.v. *h₂erg̑- in [NIL](src-274).",4,false,152-003,,0,false,,,133
1067,,"50[252-253{S.v. Proto-Celtic *magino- 'stone, place', cognate with Proto-Celtic *magos 'plain, field'. The Brittonic words are cognate with OIr. magen, magan ā, f 'place' (DIL maigen). ""W maen is not just any stone, but one 'having some speciality or a particular use', according to GPC. The Olr. form in -a is a collective built from *magino-, like Lat. loca from locus. The attribution in IEW (709) to the root *meg̑h₂- 'great' is possible, cf. Skt. mahī́- 'earth' < *'the great one').""}];309[484-485{S.v. Bret. maen 'pierre, noyau', from Old Breton maen, main corresponding to Co. mên 'pierre, rocher', from Brythonic *magno-.}];296[M:9{Cf. s.v. OIr. magen 'endroit, place'. Despite the difference in meaning, doubtlessly to be connected with W maen 'pierre' and other Brythonic words for 'stone'.}]",*magino-,,Proto-Celtic,,"Lexemes continuing Proto-Celtic *magino- 'stone, place'. Further connections not fully certain, cf. [Vendryes et al. 1959–1996](src-296) M:9, [Matasović 2009](src-50):252-253 for further discussion.",4,false,161-003,,0,false,,,
1068,,"50[113{S.v. Proto-Celtic *efino- 'right, correct, equal', from PIE *h₁ep-(i)no- 'even' (IEW 505), cf. Goth. ibns 'flat, even', OHG eban 'equal, same'. ""There are some formal difficulties with this etymology| a pre-form *epno-, the exact match of the Germanic words, would presumably develop as *ewno- > *owno- > W **un. Could these words be derived from PIE *h₁epi- 'on, by' with the suffix *-no-? The vowel *-i- could have been lost in Germanic through syncope. The type of formation would be parallel to PCelt. *efirom 'behind'.""}];294[248{Dunkel denies the existence of *ep-nó- underlying Proto-Germanic *eƀna- in Goth. ibns, Old Norse jafn, Old High German eban. In addition, he does not reconstruct *h₁epi-no-  proposed by Matasović.  }];309[222{S.v. Bret. eün (effn, 1499, eun 1633), 'droit, simple', from Old Breton eunt 'juste, équitable, égal' with a non-etymological final -t. This word corresponds to Brythonic ebn from *ibn, apparently to Engl. even, OHG eban and to Goth. ibns.}];179[202{S.v. Goth. I3. *ibns 'πεδινός', 'level', only dat.sg. ibnamma, connected with OIc. jafn, OE ifn, OHG eban 'even', etc. No clear etymology outside of Germanic| contrary to [Pedersen 1909](src-307):92 and others, not to be connected with MBret. effen, OCo. eun-, etc.}]",*efino-,,Proto-Celtic,,"The Celtic forms in this class are often considered to be connected with Germanic in OHG eben, Goth. ibns, etc. (cf. [Pedersen 1909](src-307):92), but there are many formal difficulties with this identification (cf. [Deshayes 2003](src-309):222, [Matasović 2009](src-50):113, [Lehmann 1986](src-179):202)",4,false,162-200;162-201;162-202,,0,false,,,
