id,pages,reliability,comment,cognate_class_id,source_id,rfcWeblink
890,227-228,A,"S.v. Lat. flōs, -ris 'flower'. The Italic cognates reflect PIE *bʰleh₃-ōs- 'blossoming' > 'flower'.",223,54,
891,88,A,Cf. s.v. *bʰleh₃- 'blühen' (IEW 122).,223,141,
892,256,A,"S.v. gelus, -ūs 'cold, frost, ice', from PIE *g̑el-u- 'cold, frost, ice' (cf. Goth. kalds 'cold', OE calan 'to freeze', OIc. kala 'to freeze'). Connections with Gk. γελανδρόν 'cold' (Hesych.) are uncertain. Slavic lexemes, e.g. OCS xladъ 'coolness, cool breeze', Ru. xolod' 'cold' < Proto-Slavic *xoldъ '(the) cold' may be from an extended root *g̑oldʰo-? Lat. gelāre 'to freeze' is a denominal verbal derivative from Lat. gelu- 'cold, frost, ice'.",881,54,
893,228,A,"S.v. Proto-Germanic *hlah(j)an- 'to laugh' as though from *klok-ie-, perhaps to be compared with Ru. klekotát' 'to scream (of bird of prey)'; cf. ON hlakka 'to scream (of birds); to rejoice'. If so, perhaps a root *klek-.",251,165,
894,214,A,"Cf. s.v. Lith. juõkas 'laugh, laughter', which is most likely a (dialectal) German loanword (cf. Prussian dialect jōk vel sim., itself a loan in Germanic from Latin iocus 'joke').",1906,353,
895,48,A,"S.v. Proto-Germanic *baina- 'bone, leg'. No further etymology.",71,165,
896,48,A,"S.v. Proto-Germanic *baina- 'bone, leg'. No further etymology.",191,165,
897,286,A,"S.v. Proto-Germanic *ketwa- n. 'meat'. ""An exclusively Nordic word that has been compared to Icel. kvett(i) n. 'piece of meat', Far. kvett n. 'quick cut; lucky strike' < *kwattja-, which appears to be derived from Far. kvetta w.v. 'to cut, break, bite quickly' < *kwattjan-. This causative must in turn be related to ME cutten, kitten w.v. 'to cut' < *kuttjan-, and MHG kotze m. 'spud' < *kuttan- … No certain etymology. Possibly related to Lith. gùdė f. 'whetstone' < *gudʰ-ieh₂-.""",1319,165,
898,376-377,A,"S.v. Proto-Germanic *munþa- 'mouth', from PIE *mnt-o- (cf. Lat. mentum 'chin', MW mant 'mandible, gums' < *mnt-o-. The root may also be identified in Gk. μασάομαι 'to chew, bite' (as though from *mnt-i-eh₂-ie-) and Lat. mandō 'to chew' < *mnt-néh₂- (with dissimilation of the first n, schwa secundum from the resulting form *mt-nā-, and prenasalisation under Thurneysen's Law).",262,165,
899,489,A,"S.v. Lith. var̃das 'name', Latv. vā̀rds 'word, name', from PIE *u̯(e/o)rdʰ-o- (cf. Lat. uerbum 'word').  The Old Prussian forms wīrds, wirds 'word' reflect a zero-grade < *u̯r̥dʰ̑-o-, like the Germanic forms attested from Goth. waurd 'word', OEng. word 'word'.",1867,353,
900,143,B,"S.v. Proto-Celtic *fūro- 'fresh', from PIE *puh₂-ro- 'pure, clean' (cf. Lat. pūrus, Skt. pūtá- 'purified', pávate 'becomes clean', OHG fouwen 'to sieve, sift'. Generally the root is reconstructed as *peu̯H- 'purify' (cf. e.g. {ref LIV²} 480, {ref EWAia} II:105-106 s.v. Ved. pav-ⁱ). Matasović, however, suggests that the PIE root is presumably the same as *peh₂-u̯r̥- 'fire', so that the original meaning of putative *puh₂ro- would have been 'purified by fire'.",4073,50,
903,292,A,"S.v. Proto-Germanic *klawō- 'claw' (OEng. clāwu, clā, Eng. claw, Du. klauw, OHG klāwa, klā, klō(a); Germ. Klaue, ON kló, Far. klógv, Elfd. kluo).  Exclusively a Germanic word.",5228,165,
904,190,A,"S.v. Proto-Germanic *grindan- 'to grind'. Cf. OEngl. grindan, Engl. grind.  < *gʷʰrénHdʰ-e-.  Connects with Lat. frendō 'grind one's teeth', < *gʷʰréndH-e-, Lith. *grę́sti 'to plane, scour' < *gʷʰrenHdʰ-i̯e-.",5229,165,
905,204,A,"S.v. *g⁽ʷ⁾ʰrend- '(zer)reiben' (IEW 459), doubting the connection of Lat. frendō, and Lith. gréndu 'schaben, scheuern' at a PIE level.  Cf. n1 ""Ae. grindan 'reiben, zermalmen' usw. kann dann wegen d < dʰ  nur mittelbar vergleichen werden.""",5229,141,
906,402,A,"S.v. Proto-Slavic *plàkati 'cry, weep', from PIE *pleh₂k- or *pleh₂g- (cf. AGk. πλήσσω 'beat', Lat. plangere 'beat, beat the breast as a sign of mourning, bewail', OEng. flōcan 'applaud').",6484,81,
907,"158, 533",A,"S.v. Proto-Slavic *ęti 'take' (cf. Lat. emere '*to take > buy, purchase') + preverb *vъz- 'up, back'.",5158,81,
908,236,A,S.v. *h₁em- 'nehmen' (IEW 310-1).,5158,141,
909,241-243,A,"Proto-Iranian *karš-/*xrah- 'to draw, plough' (YAv. karš- 'to draw (furrows), plough', Skt. karṣ- 'to pull, drag, plow' (RV+)) from PIE *kʷels- 'Furchen ziehen, einfurchen' (LIV² 388-389, IEW 639-640).  Cf. Hitt. gulšanzi 'they scratch into', AGk. τέλσον 'last furrow of the field'.",5230,83,
912,40-41,A,"S.v. Proto-Slavic *běžàti 'run, escape', from PIE *bʰegʷ- 'davonlaufen, fliehen' (cf. AGk. φέβομαι 'flee', cs. φοβέομαι 'fear' /cognate/1479/).",5148,81,
913,216,A,"S.v. Proto-Slavic *jьti 'go' (ESSJa VIII 247-248), from Proto-Balto-Slavic *ei- (Lith. eĩti, Latv. iêt 'go') from PIE *h₁ei̯- (cf. Skt. éti, Gk. εἶμι, Lat. īre).",7567,81,
915,527,A,"S.v. Lat. rota 'wheel', from PIE *Hrot-o/h₂- adj. 'revolving'.",2790,54,
917,"II:71-72, 75-76",A,"S.v. Ved. pátra- Flügel (eines Vogels), Feder', derived from a heteroclitic *pat-r-/*pat-n- and cognate with Germ. Feder, Engl. feather, Old Welsh eterin 'bird', atan 'wing', etc., cf. Ved. √pat-¹ 'dahinschießend fliegen, stürzen, fallen' from PIE *pet- (cf. Lat. petō, Gk. πέτομαι, etc.).",790,172,
918,328,A,"S.v. Proto-Germanic *lauba- 'leaf, foliage', a European word with no clear PIE etymology.",1861,165,
919,"128, 131-132",A,"S.v. ἀριστερός 'left'. Generally assumed to be connected with ἄρισ-τος 'best' and the comparative ἀρείων 'better, stronger, nobler', with the contrastive-suffix -τερο-. perhaps further to the root *h₂er- found in Gk. ἀραρίσκω 'to fit, join together' with an original meaning 'more fitting'.",1504,66,
920,824-825,A,"Cf. s.v. Gk. λαιός, from PIE *leh₂i-uo- 'left' (Lat. laevus, OCS lěvъ).",1151,66,
921,275,A,"S.v. Proto-Slavic *lěvъ 'left', from PIE *lh₂eiuo- (cf. Gk. λαίος, Lat. laevus).",1151,81,
922,566,A,"S.v. sinister 'left, on the left side, adverse'. ""Next to laevus and scaevus, the meaning 'left' for sinister must be a more recent development. If -is- represents the PIE comparative suffix *-w-, to which an extra *-tero- was added, the root can be *sin(H)- or *sen(H)-. WH connect the root *senh₂- 'to obtain' (Skt. sanóti), which would imply something like 'the more favourable (side)' for *senH-is-tero- > sinister. This remains gratuitous, because the semantics are not specific enough.""",902,54,
923,40,A,"Reconstructs a form *senisteros prior to initial-vowel weakening ""but the etymology is very uncertain"".",902,290,
924,1309-1310,A,"Ancient Greek σάρξ from PIE *turk̑-, zero-grade to root *tu̯erk̑- 'to cut' (cf. Av. θβarəs- 'to cut').",4125,66,
925,656,A,"S.v. *tu̯erk̑- 'schnitzen, zurechtschneiden' (IEW 1102).",4125,141,
926,1559-1560,A,"S.v. φέγγος 'light, splendour, lustre'. No etymology; often compared with Lith. spingiù (spìngu), spingė́ti 'to give a weak light, glitter', OE spincan 'to spark', OHG funko 'spark', but the suggestion is formally impossible.",4126,66,
927,I:528-529,A,"S.v. Ved. candrá- 'schimmernd, licht', from √cand- (√ścand-) 'glänzen, schimmern'.  Probably not to be separated from Lat. candēre 'glänzen, schimmern' from PIE *(s)kend-. The compound candrá-māḥ 'glittering moon', used in the sense of 'Mond, Mondgott' in the RV (cf. Mayrhofer EWAIa I:529), whence the semantics were transferred to the epithet candrá- in the sense 'moon', attested already in the Atharva-Veda.",2338,172,
928,554,A,Cf. s.v. 2. *(s)kend- 'erglänzen' (IEW 526).,2338,141,
929,526,A,"S.v. Proto-Germanic *tungla- 'star, celestial body(?)'  Of uncertain etymology.",3295,165,
930,209,A,"S.v. Lith. jáunas 'young'.  ""The Balto-Slavic adjective seems to reflect *h₂ieu-Hn-o-.""  PIE *h₂iu-Hon- (Skt. yúvan- adj. 'young, youth'; Lat. iuuenis m. 'young man').",2351,353,
931,209-210,A,"S.v. Proto-Slavic *jьgrati v. 'play'.  Rejects the earlier connection with Skt. éjati 'move, stir' < *h₂ei̯g- because it is ""semantically unconvincing and formally unattractive because it is in conflict with Winter's Law.""",1161,81,
933,418,A,"S.v. Proto-Slavic *pravъ adj. 'right'. ""If *pràvъ < *proH-uo- […] we may compare the formation with Lat. probus ‘solid, decent’ provided that the latter form continues *pro-b ʰ(u̯)o- and not *pro-bʰuH-o-.""",1238,81,
934,237,A,"S.v. Proto-Slavic *kory 'root' (ESSJa XI 62-65), from PIE *k⁽ʷ⁾or(H)-en- (cf. Lith. kẽras m. 'tree-stump, stub, bush, shrub'; Latv. cęrs m. 'bush, knotty root of a tree').",1165,81,
935,398,A,"S.v. Proto-Slavic *pěsъkъ m. 'sand', from PIE *pē(n)s-u-ko- (cf. Skt. pām̆̇sú- 'dust, sand').",1168,81,
936,521,A,"S.v. Proto-Slavic *vìděti 'see' < PIE *u̯ei̯d- (cf. Lith. veizdė́ti 'look, look for').",929,81,
937,665-667,A,S.v. *u̯ei̯d- 'erblicken' (IEW 1125-1127).,929,141,
938,465,A,S.v. ?2. *pei̯H- 'singen' (Slavic and Tocharian only).,1170,141,
939,398,A,"Proto-Slavic *pěti 'sing' < PIE *poiH- (cf. Toch. B pi- 'sing, make sing').",1170,81,
940,242,A,"S.v. Proto-Slavic *kòža f. 'skin, leather' (ESSJa XII 35-36), a derivative of Proto-Slavic *kozà f. 'goat', possibly a borrowing from a Turkic language.",1171,81,
941,347-348,A,"S.v. Proto-Slavic *nȅbo n. 'sky, heaven' (ESSJa XXIV 101-104), from PIE *nebʰ-es- (cf. Lith. debesìs 'cloud', Latv. debess 'cloud', Skt. nábhas- 'fog, mass of clouds, sky', Gk. νέφος 'cloud, mass of clouds', Hitt. nēpiš- n. 'sky').",1172,81,
942,481,A,"S.v. Proto-Slavic *sъpati 'sleep', from PIE *sup- (cf. Skt. svápati, Lat. sōpīre, 'fall asleep', OE swefan).",7523,81,
943,612,A,S.v. *su̯ep- 'einschlafen' (IEW 1048-1049).,7523,141,
944,II:791,A,"S.v. Ved. √svap- 'schlafen' (Av. xᵛafsa 'schlafe!'), from PIE *su̯ep- (cf. Lat. sōpīre 'einschlafen', OE swefan 'schlafen', etc.).",7523,172,
945,300,A,"S.v. Proto-Slavic *màlъ adj. 'small, little' (ESSJa 17:173-178). Derksen argues for a derivation from PIE *moh₁-lo-.  The semantic shift is one of 'small animal' > 'small' (Gk. μῆλον 'small cattle, goat, sheep' < *meh₁-lo-; OIr. míl '(small) animal'; Goth. smals m. 'small, insignificant'; Old Icelandic smali m. 'small (live) stock, sheep').",1173,81,
946,132,A,"S.v. Proto-Slavic *dỳmъ m. 'smoke' (ESSJa V 203), from PIE *dʰuH-mó- (cf. Skt. dhūmá- 'smoke, vapour', Gk. θυμός 'heart, passion, courage', Lat. fūmus 'smoke, vapour').",123,81,
947,402,A,"S.v. Proto-Slavic *pjьvati 'spit' < *PIE *(s)pieHu- (cf. Lith. spjáuti, Latv. spļaũt; Lat. spuere, Goth. speiwan).",305,81,
948,583-584,A,"S.v *spti̯eu̯H- 'spucken, speien' (IEW 999-1000).",305,141,
950,142,A,"S.v. Lith. druskà 'salt' (Latv. druska 'crumb, scrap, bit', Old Prussian dmskins [druskins] 'earwax'), from *dʰrus-k-eh₂- (cf. Goth. drauhsos N.pl.f. 'crumbs, lumps'; Welsh dryll m. (< *dʰrus-lo-) 'piece, lump').",1912,353,
951,II:475-476,A,"S.v. lavaṇá- 'Salz, Seesalz', probably from *lavaná-, √lav- 'cut' < PIE *leuH-, cf. Lith. liáutis 'be cut off', Hittite (GIŠ) lu-ut-ta-i 'window' < *leu̯H-to- 'cut out'.",811,172,
952,506,A,"S.v. *rek- 'ordnen, festlegen, bestimmen' (IEW 863).",1169,141,
953,433,A,"S.v. Proto-Slavic *rekti 'speak, say', from PIE *rek- (cf. Skt. racayati 'construct, work', W rhegi 'curse').",1169,81,
954,222,A,"S.v. Proto-Slavic *kāzàti 'show'.  Derksen regards the interpretation of the LIV (383, 385) that *kazati may be a causative *kʷōg̑-i̯e-, a variant of the root *kʷek̑- 'see, behold', as the best etymological solution.",9653,81,
955,383-385,A,"S.v. *kʷek̑- 'sehen, erblicken' (IEW 638-9), cf. n11 which assumes a voicing of root-final *-k̑- > *-g̑- as a root variant in the Slavic causative formation * kʷṓg̑-i̯e- 'betrachten lassen' (formed to the acrodynamic root-present).",9653,141,
956,109-112,A,"S.v. *dek̑- '(an-, auf-)nehmen, wahrnehmen', assuming Arm. pres. tesanem was back-formed from a root-aorist etes < *dek̑-/dk̑-.  See n1 with reference to R. Schmitt (1981:146, 190); G. Klingenschmitt (1982:228).",3362,141,
957,412-413,A,"S.v. Proto-Iranic *u̯ai(H)n-, a denominal formation from *u̯ai(H)na- 'watch, survey(or)' < PIE *u̯ei̯(h₁)-no- 'survey'  (cf. LIV² s.v. *u̯ei̯h₁- 'sein Augenmerk richten auf, trachten nach' pp.668-669, n5; IEW 1123-1124).  Forms a suppletive system with *daiH- /cognate/2012/ in many Iranian languages.",1969,83,
958,48-50,A,"S.v. Proto-Iranic *daiH- 'to look, see'.  Forms a suppletive preterite with *u̯aiHn- /cognate/1969/ in many Middle and New Iranian languages. Cf. Sanskrit *dhay- 'to look at, perceive'. ""An IE etymology for this IIr. root is uncertain, in the absence of any credible cognates. Only Alb. di 'knows' can be cited in the LIV: l.c., which is hardly encouraging.""",2012,83,
959,219-220,A,"S.v. βλέπω 'to see, look, perceive'. No secure etymology.  Dialectal variation between initial β- and γ- (Dor. γλέπω, also in related vocabulary βλέφαρον, γλέφαρον 'eyelid') might be indicative of a substrate origin and initial *gʷ- in the source/borrowed form.",1531,66,
960,288,A,S.v. ?*h₂u̯ei̯d- 'singen' (IEW 77). Only Greek.,2900,141,
961,23,A,"S.v. ἀείδω 'to sing (the praises of)', from PIE ?*h₂u̯ei̯d- 'sing'. The ablaut (cf. nominal forms ἀοιδή, ᾠδή 'song') suggest a root *h₂u̯ei̯d-, but no cognates are known outside of Greek.",2900,66,
962,183,A,S.v. *g⁽ʷ⁾eH(i̯)- 'singen' (IEW 355).,818,141,
963,112,A,"S.v. Lith. dainúoti 'sing', a denominative verb to Lith. dainà 'song'. The root of the noun is to be connected with Latv. diêt 'hop, dance, sing', and the underlying form may be reconstructed as *doih₁-n-.",1916,353,
964,"513, 536",A,"S.v. Proto-Slavic *vьčera adv. 'yesterday', related to Proto-Slavic *vȅčerъ 'evening' from PIE *uekspero- (cf. Gk. ἕσπερος, Lat. vesper, MW ucher, Arm. giser).",5163,81,
966,501,A,"S.v. Proto-Slavic *tvьrdъ adj. 'hard, firm, solid'.  Cf. Lith. tvìrtas 'strong, firm, solid', Latv. tvir̂ts 'id.'.  NB: the Slavic and East Baltic suffixes do not match.",5139,81,
967,417,A,"S.v. Proto-Slavic *pǫpъ, *pǫpъkъ m. 'bud, navel', from Proto-Balto-Slavic *pomp- (cf. Lith. pam̃pti 'swell').",5145,81,
968,,A,Albanian can't be related to Greek; etymology judged unclear by {ref Schumacher & Matzinger 2013}. (See now /cognate/5258/),1468,322,
969,,A,"*di-n-/dei̯-n- in Balto-Slavic and partly Indo-Aryan shows a different stem formation than *di̯-(e)u-, the basic root is therefore *dei̯-/di-.",375,322,
970,398,A,S.v *legʰ- 'sich (hin)legen' (IEW 658-9).,254,141,
971,320,A,S.v. 1. *k̑ei̯- 'liegen' (IEW 539-40).,2287,141,
972,215-216,A,S.v. *gʷi̯eh₃- 'leben' (IEW 467-9).,72,141,
973,583-4,A,"Cf. s.v. *spti̯eu̯H- 'spucken, speien' (IEW 999-1000).",3074,141,
974,691-2,A,S.v. *u̯ert- 'sich umdrehen' (IEW 1156-8),1186,141,
975,681-682,A,S.v. *u̯endʰ- '(um)winden' (IEW 1148).,3068,141,
976,397,A,"S.v. *leg̑- 'sammeln, auflesen' (IEW 658).",1529,141,
979,160,A,"Cf. s.v. *dʰu̯es- '(ein-, aus-)atmen' (IEW 268-71).",1115,141,
980,267,A,S.v. *h₂enh₁- 'atmen' (IEW 38-9),860,141,
981,"92-93, 219-220",A,S.v. *bʰrei̯H- 'schneiden' (IEW 166-7) and *gʷʰer- 'warm werden' (IEW 493-5).  It is unclear to which root got. (+) brinnan 'brennen' belongs.,193,141,
982,257-8,A,S.v. *h₂eh₁s- '(durch Hitze) vertrocknen' (IEW 68).,1389,141,
983,345,A,"S.v. 1. *keh₂u̯- 'anzünden, verbrennen' (IEW 595), now reconstructed as *k̑eh₂u̯- in {ref LIV² Addenda \& Corrigenda} (cf. Alb. than 'trocknet').",1461,141,
984,219-220,A,S.v. *gʷʰer- 'warm werden' (IEW 493-5).,2243,141,
985,609,A,"S.v. 1. *su̯el- 'schwelen, brennen' (IEW 1045). Old English swelan from a thematic present *su̯él-e-. The OHG form is from a iterative *su̯ol-éi̯e-.",2477,141,
986,245,A,"S.v. h₁eu̯s- 'verbrennen, sengen' (IEW 347-8)",9342,141,
987,469,A,"S.v. *pel- 'aufflammen' (IEW 805), only Slavic cognates listed.",2241,141,
988,288,A,Proto-Germanic *kinþa- ~ *kinda- 'child' derived from PIE root *g̑enh₁- 'to be born'.,194,165,
989,139-153,A,"S.v. *g̑enh₁- 'erzeugen' (LIV 163ff., IEW 373ff.).  The Germanic forms reflect *g̑énh₁-ti- > PGerm. *kendi-.  (cf. n48 for Goth. kindins < PGerm. *kendi-na-).",194,274,
990,15-30,A,"S.v. *bʰer- 'tragen, bringen' (LIV 76f., IEW 128ff.) The formation from which the Germanic and Latvian forms are derived is *bʰhor-no-.",1307,274,
991,104,A,"Proto-Slavic *dětę 'child', a derivative of PIE *dʰeh₁-.  The singular *dětę was a backformation from the plural *děti 'children' through adding the suffix -ę < *-ent to the original t-stem.  The original singular *dětь is hardly attested. Cf. Lat. fētus m. 'birth, foetus, offspring'.",1116,81,
992,540-545,A,"S.v. *péh₂-u̯r̥(?), *p(e)h₂u̯ōr, *ph₂ur/n-, *p(e)h₂-u̯er/n- n. 'Feuer' (IEW 828, EIEC 202).",219,274,
993,459,A,"Proto-Slavic *sòldъkъ 'sweet', an enlargement of PIE *sh₂el- 'salt' (cf. Goth. salt).  The Slavic forms have an additional suffix in -k- from earlier Proto-Balto-Slavic *solʔdus (Lith. saldùs, Latv. sal̂ds).",5157,81,
994,669-670,A,"Cf. s.v. *u̯ei̯k̑- 'eingehen in, eintreten' (IEW [1129] 1131).",5022,141,
995,178-180,A,"S.v. Proto-Slavic *gorьkъ 'bitter' (ESSJa VII 55-56), a derivative from Proto-Slavic *gorěti 'burn', in turn from PIE *gʷʰer- 'become warm, hot'.",6086,81,
996,466,A,"S.v. Proto-Slavic *stegnò- n. 'thigh'. If Proto-Slavic *bedro- 'thigh' contains the root *bʰedʰ- 'to stab', then *stegno 'thigh' < *stegʰ-nó-m may derive from a root 'to stab' as well (cf. Ru. stegát 'quilt', OIc. stinga 'stab, thrust'). No further etymology.",5160,81,
997,620-621,A,"S.v. *tekʷ- 'laufen, fließen' (IEW 1059-1060).",5199,141,
998,65-66,A,"S.v. Proto-Iranian *dau-² 'to run', from PIE *dʰeu̯- 'to move, go' (LIV 147f.), cf. Skt. dhāv- 'to walk, hurry, flow' (RV+) AGk. θέω 'I walk', θοός 'quick'.",5225,83,
999,119-121,A,"S.v. Proto-Iranian *grabH- 'to grab, seize, take' < PIE *gʰrebh₂- 'grab, seize' (cf. OCS grabiti 'to rob', Lith. grė́bti, gróbti 'to rob').",5227,83,
1000,147,A,"S.v. Proto-Iranian *hu̯ar¹ 'consume, eat'. The root is probably secondary to Proto-Iranian *hu̯ar³ 'to take'. Further IE connections are uncertain and postulating a PIE root *su̯el- (as in LIV², IEW) is probably unwarranted.",27,83,
