id,citation_text,description,bookauthor,booktitle,chapter,edition,howpublished,note,number,institution,pages,title,ENTRYTYPE,link,volume,year,shorthand,author,editor,editora,publisher,series,authortype,booksubtitle,editoratype,editortype,isbn,journaltitle,location,part,subtitle,deprecated,TRS,respect
315,"Stüber, Karin (1998). The historical morphology of n-stems in Celtic. Maynooth Studies in Celtic Linguistics. Maynooth: Department of Old and Middle Irish.",,,,,,,,,,,The historical morphology of n-stems in Celtic,book,,,1998,Stüber 1998,"Stüber, Karin",,,Department of Old and Middle Irish,Maynooth Studies in Celtic Linguistics,P,,,,,,Maynooth,,,False,False,
316,"Ernout, Alfred & Antoine Meillet (1985). Dictionnaire étymologique de la langue latine. Histoire des mots. Quatrième édition, quatrième tirage augmenté d’additions et de corrections nouvelles par Jacques André. Paris: Klincksieck.",,,,,"Quatrième édition, quatrième tirage augmenté d'additions et de corrections nouvelles par Jacques André.",,,,,,Dictionnaire étymologique de la langue latine,book,,,1985,Ernout & Meillet 1985,"Ernout, Alfred and Meillet, Antoine",,,Klincksieck,,,,,,,,Paris,,,False,False,
317,"Rieken, Elisabeth (1999). Untersuchungen zur nominalen Stammbildung des Hethitischen. Studien zu den Boğazköy-Texten (StBoT) 44. Wiesbaden: Harrassowitz.",,,,,,,,44,,,Untersuchungen zur nominalen Stammbildung des Hethitischen,book,,,1999,Rieken 1999,"Rieken, Elisabeth",,,Harrassowitz,Studien zu den Boğazköy-Texten (StBoT),P,,,,,,Wiesbaden,,,False,False,
318,https://rechnik.chitanka.info/. (Bulgarian monolingual dictionary),Bulgarian monolingual dictionary,,,,,,Bulgarian monolingual dictionary,,,,https://rechnik.chitanka.info/,online,https://rechnik.chitanka.info/,,,https://rechnik.chitanka.info/,,,,,,U,,,,,,,,,False,False,
319,"Clackson, James (1994). The Linguistic Relationship Between Armenian and Greek. Oxford: Blackwell.",,,,,,,,,,,The Linguistic Relationship Between Armenian and Greek,book,,,1994,Clackson 1994,"Clackson, James",,,Blackwell,,P,,,,,,Oxford,,,False,False,
320,"Bailey, Harold W. 1979. A Dictionary of Khotan Saka Cambridge: Cambridge University Press.","Descriptive and etymological dictionary, mostly reliable. Unfortunately without index of meanings.",,,,,,"Descriptive and etymological dictionary, mostly reliable. Unfortunately without index of meanings.",,,,Dictionary of Khotan Saka,book,,,1979,Bailey 1979,"Bailey, Harold Walter",,,Cambridge University Press,,P,,,,,,Cambridge,,,False,False,
321,"Steblin-Kamenskij, I. M. (1999). Ėtimologičeskij slovar’ vachanskogo jazyka. St. Petersburg: Peterburgskoe Vostokovedenie.",,,,,,,,,,,Ėtimologičeskij slovar’ vachanskogo jazyka,book,,,1999,Steblin-Kamenskij 1999,"Steblin-Kamenskij, I. M.",,,Peterburgskoe Vostokovedenie,,P,,,,,,St. Petersburg,,,False,False,
322,"Kümmel, Martin Joachim. FSU Jena.",,,,,,,FSU Jena,,,,,misc,,,,"Kümmel, Martin Joachim","Kümmel, Martin Joachim",,,,,E,,,,,,,,,False,False,
323,"Morgenstierne, Georg (2003). A new etymological vocabulary of Pato. Comp. by J. Elfenbein, D. N. MacKenzie & Nicholas Sims-Williams. Wiesbaden: Reichert.",,,,,,,,,,,A new etymological vocabulary of Paṣ̌to,book,,,2003,Morgenstierne 2003,"Morgenstierne, Georg","Elfenbein, J. and MacKenzie, D. N. and Sims-Williams, Nicholas",,Reichert,,P,,,compiler,,,Wiesbaden,,,False,False,
324,"Belyaev, Oleg (2013). Ossetic wordlists for the Global Lexicostatistical Database. url: http://starling.rinet.ru/cgi-bin/response.cgi?root=new100&morpho=0&basename=new100%5Cier%5Cirn.",URL: http://starling.rinet.ru/cgi-bin/response.cgi?root=new100&morpho=0&basename=new100\ier\irn,,,,,,,,,,Ossetic wordlists for the Global Lexicostatistical Database,online,http://starling.rinet.ru/cgi-bin/response.cgi?root=new100&morpho=0&basename=new100\ier\irn,,2013,Belyaev 2013,"Belyaev, Oleg",,,,,U,,,,,,,,,False,False,
325,"Morgenstierne, Georg (1974). Etymological Vocabulary of the Shughni Group. Wiesbaden: Reichert.",,,,,,,,,,,Etymological Vocabulary of the Shughni Group,book,,,1974,Morgenstierne 1974,"Morgenstierne, Georg",,,Reichert,,P,,,,,,Wiesbaden,,,False,False,
327,"Pinault, Georges-Jean (2007). “A star is born. A “new” PIE *-ter- suffix”. In: Verba docenti. Studies in historical and Indo-European linguistics presented to Jay H. Jasanoff by students, colleagues, and friends. Ed. by Alan J. Nussbaum. Ann Arbor and New York: Beech Stave Press, pp. 271–279.",,,Verba docenti,,,,,,,271–279,A star is born. A “new” PIE *-ter- suffix,inbook,,,2007,Pinault 2007,"Pinault, Georges-Jean","Nussbaum, Alan J.",,Beech Stave Press,,P,"Studies in historical and Indo-European linguistics presented to Jay H. Jasanoff by students, colleagues, and friends",,,,,Ann Arbor and New York,,,False,False,
328,"Schrijver, Peter (1997). Studies in the history of Celtic pronouns and particles. Maynooth Studies in Celtic Linguistics. Maynooth: National University of Ireland, Department of Old and Middle Irish.",,,,,,,,,,,Studies in the history of Celtic pronouns and particles,book,,,1997,Schrijver 1997,"Schrijver, Peter",,,"National University of Ireland, Department of Old and Middle Irish",Maynooth Studies in Celtic Linguistics,P,,,,,,Maynooth,,,False,False,
329,"Danker, Frederick William (2000). A Greek-English Lexicon of the New Testament and other Early Christian Literature (BDAG). 3rd ed. Chicago: University of Chicago Press.",,,,,3,,,,,,A Greek-English Lexicon of the New Testament and other Early Christian Literature (BDAG³),book,,,2000,Danker 2000,"Danker, Frederick William",,,University of Chicago Press,,P,,,,,,Chicago,,,False,False,
330,Deutsche Bibelgesellschaft. The UBS Greek New Testament. A Reader’s Edition. With a running dictionary and a glossary (pp. 681–704) of all words occurring more than 30 times in the Greek NT. Stuttgart: Deutsche Bibelgesellschaft.,With a running dictionary and a glossary (pp.681-704) of all words occurring more than 30 times in the Greek NT.,,,,,,With a running dictionary and a glossary (pp. 681–704) of all words occurring more than 30 times in the Greek NT.,,,,The UBS Greek New Testament,book,,,,The UBS Greek New Testament,Deutsche Bibelgesellschaft,,,Deutsche Bibelgesellschaft,,P,,,,,,Stuttgart,,A Reader’s Edition,False,False,
331,"Rastorgueva, V. S. & D. I. Edelman (2003). Etimologiceskij slovar’ iranskich jazykov. .1,2. Etymological dictionary of the Iranian languages. Moscow: Vostočnaja Literatura.",,,,,,,"Etymological dictionary of the Iranian languages. Currently five volumes published: 1. a-ā (2001), 2. b-d (2003), 3. f-h (2007), 4. i-k (2011), 5. l-n (2015).",,,,Etimologiceskij slovar' iranskich jazykov,book,,,2001–,ESIJa,"Rastorgueva, V. S. and Edelman, D. I.",,,Vostočnaja Literatura,,P,,,,,,Moscow,,,False,False,
332,"McCone, Kim (1994). “An tSean-Gaeilge agus a Réamhstair”. In: Stair na Gaeilge in ómos do Pádraig Ó Fiannachta. Ed. by Kim McCone, Pádraig ÓFiannachta, Maynooth, pp. 61–219.",,,Stair na Gaeilge in ómos do Pádraig Ó Fiannachta,,,,,,,61–219,An tSean-Gaeilge agus a Réamhstair,inbook,,,1994,McCone 1994,"McCone, Kim","McCone, Kim and ÓFiannachta, Pádraig",,,,P,,,,,,Maynooth,,,False,False,
333,"Emmerick, Ronald E. (1968). Saka Grammatical Studies. London et al.: Oxford University Press.",,,,,,,,,,,Saka Grammatical Studies,book,,,1968,Emmerick 1968,"Emmerick, Ronald E.",,,Oxford University Press,,P,,,,,,London and New York,,,False,False,
334,"Morgenstierne, Georg (1938). Indo-Iranian Frontier Languages. Vol. II: Iranian Pamir Languages (Yidgha-Munji, Sanglechi-Ishkashmi and Wakhi). Oslo et al.: Aschehoug et al.",,,,,,,,,,,"Iranian Pamir Languages (Yidgha-Munji, Sanglechi-Ishkashmi and Wakhi)",book,,"II: Iranian Pamir Languages (Yidgha-Munji, Sanglechi-Ishkashmi and Wakhi)",1938,Morgenstierne 1938,"Morgenstierne, Georg",,,Aschehoug and Universitetsforlaget,Indo-Iranian Frontier Languages,P,,,,,,Oslo,,,False,False,
335,"Fleuriot, Léon (1964b). Le vieux breton. Éléments d’une grammaire. Collection linguistique publiée par la Société de Linguistique de Paris. Paris: Klincksiek.",,,,,,,,,,,Le vieux breton,book,,,1964,Fleuriot 1964b,"Fleuriot, Léon",,,Klincksiek,Collection linguistique publiée par la Société de Linguistique de Paris,P,,,,,,Paris,,,False,False,
336,"Catt, Adam (2014). “A “Lost” i-Stem: Pāli pihi- ‘back’”. In: Das Nomen im Indogermanischen. Morphologie, Substantiv versus Adjektiv, Kollektivum. Akten der Arbeitstagung der Indogermanischen Gesellschaft vom 14. bis 16. September 2011 in Erlangen. Ed. by N. Oettinger & Th. Steer. 114. Wiesbaden: Reichert, pp. 24–31.",,,"Das Nomen im Indogermanischen. Morphologie, Substantiv versus Adjektiv, Kollektivum",,,,,114,,24-31,A “Lost” i-Stem: Pāli piṭṭhi- ‘back’,inbook,,,2014,Catt 2014,"Catt, Adam","Oettinger, Norbert and Steer, Th.",,Reichert,,P,Akten der Arbeitstagung der Indogermanischen Gesellschaft vom 14. bis 16. September 2011 in Erlangen,,,,,Wiesbaden,,,False,False,
337,"Belyaev, Oleg & Arseniy Vydrin (2013). Data collection for the Evolution of Semantic Systems (EoSS) project. url: http://www.mpi.nl/departments/other-research/research-consortia/eoss/list-of-languages.",http://www.mpi.nl/departments/other-research/research-consortia/eoss/list-of-languages,,,,,,,,,,Data collection for the Evolution of Semantic Systems (EoSS) project,online,http://www.mpi.nl/departments/other-research/research-consortia/eoss/list-of-languages,,2013,Belyaev & Vydrin 2013,"Belyaev, Oleg and Vydrin, Arseniy",,,,,P,,,,,,,,,False,False,
338,"Belyaev, Oleg. Lomonosov Moscow State University.",,,,,,,Lomonosov Moscow State University,,,,,misc,,,,"Belyaev, Oleg","Belyaev, Oleg",,,,,E,,,,,,,,,False,False,
339,"Evans, Claude & Léon Fleuriot (1985). A dictionary of Old Breton - Dictionnaire du vieux breton. Historical and comparative. .2: A supplement to the """"Dictionnare des Gloses en Vieux Breton"""". Toronto: Prepcorp.",,,,,,,,,,,A dictionary of Old Breton - Dictionnaire du vieux breton. Historical and comparative,book,,,1985,Evans & Fleuriot 1985,"Evans, Claude and Fleuriot, Léon",,,Prepcorp,,,,,,,,Toronto,,,False,False,
340,"Morgenstierne, Georg (1927). An Etymological Vocabulary of Pato. Oslo: Dybwad.",,,,,,,,,,,An Etymological Vocabulary of Paṣ̌to,book,,,1927,Morgenstierne 1927,"Morgenstierne, Georg",,,Dybwad,,P,,,,,,Oslo,,,False,False,
341,"Malzahn, Melanie (2010). The Tocharian Verbal System. Leiden: Brill.",,,,,,,,,,,The Tocharian Verbal System,book,,,2010,Malzahn 2010,"Malzahn, Melanie",,,Brill,,P,,,,,,Leiden,,,False,False,
342,"Eichner, Heiner (1982). Studien zu den indogermanischen Numeralia. Rekonstruktion des urindogermanischen Formensystems und Dokumentation seiner einzelsprachlichen Vertretung bei den niederen Kardinalia ‘zwei’ bis ‘fünf ’. Wien: Universität Wien.",,,,,,,,,,,Studien zu den indogermanischen Numeralia,book,,,1982,Eichner 1982,"Eichner, Heiner",,,Universität Wien,,P,,,,,,Wien,,Rekonstruktion des urindogermanischen Formensystems und Dokumentation seiner einzelsprachlichen Vertretung bei den niederen Kardinalia 'zwei' bis 'fünf',False,False,
343,"Streitberg, Wilhelm (1910). Die Gotische Bibel. .2: Gotisch-Griechisch-Deutsches Wörterbuch. Germanische Bibliothek 2,3. Heidelberg: Carl Winter Universitätsbuchhandlung.",,,,,,,,"2,3",,,Die Gotische Bibel,book,,,1910,Streitberg 1910,"Streitberg, Wilhelm",,,Carl Winter Universitätsbuchhandlung,Germanische Bibliothek,P,,,,,,Heidelberg,,Zweiter Teil: Gotisch-Griechisch-Deutsches Wörterbuch,False,False,
344,"Korn, Agnes (2005). Towards a Historical Grammar of Baloči. Studies in Baloči Historical Phonology and Vocabulary. Wiesbaden: Reichert.",,,,,,,,,,,Towards a Historical Grammar of Baloči,book,,,2005,Korn 2005,"Korn, Agnes",,,Reichert,,P,,,,,,Wiesbaden,,Studies in Baloči Historical Phonology and Vocabulary,False,False,
345,"Adams, Douglas Q. (2013). A Dictionary of Tocharian B. second revised and greatly enlarged edition. Amsterdam: Rodopi.",,,,,second revised and greatly enlarged edition,,,,,,A Dictionary of Tocharian B (2nd ed.),book,,,2013,Adams 2013,"Adams, Douglas Q.",,,Rodopi,,,,,,,,Amsterdam,,,False,False,
346,"Lewis, Henry & Holger Pedersen (1989). A Concise comparative Celtic Grammar. Supplement to a concise comparative Celtic grammar. 3. edition, 2. impression (Online-Ed.) Göttingen: Vandenhoeck & Ruprecht. url: http://digi20.digitale-sammlungen.de/en/fs1/object/display/bsb00052892_00001.html.",,,,,"3. edition, 2. impression (Online-Ed.)",,,,,,A Concise comparative Celtic Grammar,book,http://digi20.digitale-sammlungen.de/en/fs1/object/display/bsb00052892_00001.html,,1989,Lewis & Pedersen 1989,"Lewis, Henry and Pedersen, Holger",,,Vandenhoeck \& Ruprecht,,,,,,,,Göttingen,,,False,False,
347,"Schumacher, Stefan (2000). The historical morphology of the Welsh verbal noun. Maynooth studies in Celtic linguistics. Maynooth: Dept. of Old Irish, National University of Ireland.",,,,,,,,,,,The historical morphology of the Welsh verbal noun,book,,,2000,Schumacher 2000,"Schumacher, Stefan",,,"Dept. of Old Irish, National University of Ireland",Maynooth studies in Celtic linguistics,P,,,,,,Maynooth,,,False,False,
348,"Henry, Victor (1900). Lexique étymologique des termes les plus usuels du breton moderne. Rennes: J. Plihon et L. Hervé.",,,,,,,,,,,Lexique étymologique des termes les plus usuels du breton moderne,book,,,1900,Henry 1900,"Henry, Victor",,,J. Plihon et L. Hervé,,P,,,,,,Rennes,,,False,False,
349,"Bartoněk, Antonín (2003). Handbuch des mykenischen Griechisch. Heidelberg: Universitätsverlag Carl Winter.",,,,,,,,,,,Handbuch des mykenischen Griechisch,book,,,2003,Bartoněk 2003,"Bartoněk, Antonín",,,Universitätsverlag Carl Winter,,P,,,,,,Heidelberg,,,False,False,
350,"Kluge, Friedrich (2002). Etymologisches Wörterbuch der deutschen Sprache. Ed. by Elmar Seebold. 24., durchgesehene und erweiterte Auflage. Berlin and New York: de Gruyter.",,,,,"24., durchgesehene und erweiterte Auflage",,,,,,Etymologisches Wörterbuch der deutschen Sprache,book,,,2002,Kluge 2002,"Kluge, Friedrich","Seebold, Elmar",,de Gruyter,,,,,,,,Berlin and New York,,,False,False,
351,"Casaretto, Antje (2004). Nominale Wortbildung der gotischen Sprache. Die Derivation der Substantive. Heidelberg: Winter.",,,,,,,,,,,Nominale Wortbildung der gotischen Sprache,book,,,2004,Casaretto 2004,"Casaretto, Antje",,,Winter,,P,,,,,,Heidelberg,,Die Derivation der Substantive,False,False,
352,"Hock, Wolfgang et al., eds. (2015). Altlitauisches etymologisches Wörterbuch (ALEW). In collab. with Elvira-Julia Bukevičiūtė & Christiane Schiller. Studien zur historisch-vergleichenden Sprachwissenschaft 7. Band I: A - M. Band II: N - Ž. Band III: Verzeichnisse und Indices. Hamburg: Baar.",,,,,,,Band I: A - M. Band II: N - Ž. Band III: Verzeichnisse und Indices,7,,,Altlitauisches etymologisches Wörterbuch (ALEW),book,,,2015,ALEW,,"Hock, Wolfgang and Fecht, Rainer and Feulner, Anna Helene and Hill, Eugen and Wodtko, Dagmar S.",,Baar,Studien zur historisch-vergleichenden Sprachwissenschaft,,,,,,,Hamburg,,,False,False,
353,"Derksen, Rick (2015). Etymological Dictionary of the Baltic Inherited Lexicon. Leiden Indo-European Etymological Dictionary Series 13. Leiden: Brill.",Leiden Indo-European Etymological Dictionary Series Volume 13.,,,,,,,13,,,Etymological Dictionary of the Baltic Inherited Lexicon,book,,,2015,Derksen 2015,"Derksen, Rick",,,Brill,Leiden Indo-European Etymological Dictionary Series,P,,,,,,Leiden,,,False,False,
354,"Polański, K. & Sehnert, J. A. (1967). Polabian-English Dictionary. Mouton & Co.",,,,,,,,,,,Polabian-English Dictionary,book,,,1967,Polański & Sehnert 1967,"Polański, K. and Sehnert, J. A.",,,Mouton & Co.,,P,,,,,,,,,False,False,
356,"Watkins, Calvert (2000). American Heritage Dictionary of Indo-European Roots. 2nd ed. Separately published appendix to the American Heritage Dictionary of the English Language, identifying the Indo-European roots found in all Modern English words of Indo-European origin (as inherited or as borrowed from other IE languages). Boston and New York: Houghton Mifflin Company.","Separately published appendix to the American Heritage Dictionary of the English Language, identifying the Indo-European roots found in all Modern English words of Indo-European origin (as inherited or as borrowed from other IE languages).",,,,2,,"Separately published appendix to the American Heritage Dictionary of the English Language, identifying the Indo-European roots found in all Modern English words of Indo-European origin (as inherited or as borrowed from other IE languages).",,,,American Heritage Dictionary of Indo-European Roots,book,,,2000,Watkins 2000,"Watkins, Calvert",,,Houghton Mifflin Company,,P,,,,,,Boston and New York,,,False,False,
357,"Soukhanov, Anne H., eds. (1992). The American Heritage Dictionary of the English Language. 3rd ed. Boston and New York: Houghton Mifflin Company.",,,,,3,,,,,,The American Heritage Dictionary of the English Language,book,,,1992,Soukhanov 1992,,"Soukhanov, Anne H.",,Houghton Mifflin Company,,P,,,,,,Boston and New York,,,False,False,
358,"Schmitt, Rüdiger (2014). Wörterbuch der altpersischen Königsinschriften. Complete dictionary of Old Persian inscriptions. Wiesbaden: Reichert.",Complete dictionary of Old Persian inscriptions.,,,,,,Complete dictionary of Old Persian inscriptions.,,,,Wörterbuch der altpersischen Königsinschriften,book,,,2014,Schmitt 2014,"Schmitt, Rüdiger",,,Reichert,,P,,,,,,Wiesbaden,,,False,False,
359,"Durkin-Meisterernst, Desmond (2004). Dictionary of Manichaean Middle Persian and Parthian. Corpus Fontum Manichaeorum – Dictionary of Manichaean Texts III,1 Texts from Central Asia and China. The standard dictionary of Manichaean Western Middle Iranian. Contains only published texts. Turnhout: Brepols.",The standard dictionary of Manichaean Western Middle Iranian. Contains only published texts.,,,,,,The standard dictionary of Manichaean Western Middle Iranian. Contains only published texts.,"III,1 Texts from Central Asia and China",,,Dictionary of Manichaean Middle Persian and Parthian,book,,,2004,Durkin-Meisterernst 2004,"Durkin-Meisterernst, Desmond",,,Brepols,Corpus Fontum Manichaeorum – Dictionary of Manichaean Texts,,,,,,,Turnhout,,,False,False,
360,"Fraenkel, Ernst (1962–1965). Litauisches Etymologisches Wörterbuch. Heidelberg: Carl Winter Universitätsverlag.",,,,,,,,,,,Litauisches Etymologisches Wörterbuch,book,,,1962/1965,Fraenkel 1962–1965,"Fraenkel, Ernst",,,Carl Winter Universitätsverlag,,,,,,,,Heidelberg,,,False,False,
361,"MacKenzie, David Neil (1971b). A concise Pahlavi dictionary. London: Oxford University Press.",,,,,,,,,,,A concise Pahlavi dictionary,book,,,1971,MacKenzie 1971,"MacKenzie, David Neil",,,Oxford University Press,,P,,,,,,London,,,False,False,
363,"Cabolov, R. L. (2001–2010). Ėtimologičeskij slovar’ kurdskogo jazyka. Moskva: Vostočnaja Literatura.",,,,,,,,,,,Ėtimologičeskij slovar’ kurdskogo jazyka,book,,,2001/2010,Cabolov 2001–2010,"Cabolov, R. L.",,,Vostočnaja Literatura,,,,,,,,Moskva,,,False,False,
